2025-07-22 21:56:09.405 [INFO   ] EventBus initialized
2025-07-22 22:01:28.824 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:28.877 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:28.932 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:28.987 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.044 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.098 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.155 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.209 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.266 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.323 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.376 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.430 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.483 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.538 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.592 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.648 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.702 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.761 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.830 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:01:29.882 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
